160	160	128
100	220	222
160	160	128
95	226	222
160	160	128
96	227	222
96	229	222
98	228	222
100	227	222
98	231	222
98	233	222
145	178	222
145	178	222
146	178	222
146	178	222
146	178	222
147	178	222
147	179	222
147	179	222
147	179	222
147	180	222
160	160	128
160	160	128
144	186	222
144	186	222
145	186	222
145	186	222
146	186	222
146	186	222
146	186	222
147	186	222
147	186	222
148	186	222
148	187	222
148	187	222
148	187	222
149	187	222
149	188	222
149	188	222
149	188	222
150	189	222
150	189	222
150	189	222
151	190	222
151	190	222
151	191	222
151	191	222
151	192	222
152	193	222
160	160	128
160	160	128
160	160	128
136	287	222
160	160	128
138	283	222
160	160	128
140	282	222
141	283	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
159	185	222
